,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_mass,star_mass_error_min,star_mass_error_max
1705,0.02504,0.0145,0.0145,0.24347,0.0157,0.01659,9.401311999999999,0.0005,0.00047000000000000004,5911.0,138.0,138.0,0.993,0.302,0.41600000000000004
1710,0.01026,0.005220000000000001,0.005220000000000001,0.13953,0.00946,0.01053,1.865962,6.8e-05,8.499999999999999e-05,5129.0,138.0,138.0,1.061,0.327,0.45899999999999996
1716,0.0101,0.00563,0.00563,0.1373,0.01124,0.01294,2.380867,0.00021600000000000002,0.000161,4844.0,138.0,138.0,0.927,0.28600000000000003,0.41200000000000003
1717,0.019540000000000002,0.01152,0.01152,0.207,0.00598,0.00633,7.473223,0.000312,0.00037400000000000004,5749.0,22.0,22.0,0.9109999999999999,0.083,0.08800000000000001
1719,0.0412,0.0263,0.0263,0.3265,0.02043,0.0294,6.339069,0.00018600000000000002,0.000225,5367.0,138.0,138.0,0.8420000000000001,0.259,0.376
1720,0.01778,0.0104,0.0104,0.19484,0.01017,0.01053,8.584043,0.002026,0.0008880000000000001,5782.0,138.0,138.0,0.802,0.24600000000000002,0.35700000000000004
1721,0.01655,0.00859,0.00859,0.182,0.01231,0.01347,20.851337,0.0029809999999999997,0.0028,5782.0,138.0,138.0,0.802,0.24600000000000002,0.35700000000000004
1722,0.06,0.03,0.03,0.17,0.03,0.03,4.01593,0.0005,0.0005,5705.0,66.0,66.0,1.054,0.063,0.07
1723,0.03115,0.014469999999999998,0.014469999999999998,0.21600000000000003,0.026000000000000002,0.026000000000000002,10.56103,0.0009,0.0009,5705.0,66.0,66.0,1.054,0.063,0.07
1724,0.06364,0.039,0.039,0.41625,0.0306,0.0279,3.312792,0.0001,0.0001,5558.0,138.0,138.0,0.966,0.055999999999999994,0.059000000000000004
1725,0.00783,0.005379999999999999,0.005379999999999999,0.12230999999999999,0.01677,0.02534,4.622654,0.000252,0.000223,5543.0,138.0,138.0,0.757,0.24,0.341
1726,0.013999999999999999,0.00793,0.00793,0.165,0.01374,0.01436,15.398723,0.00193,0.0024219999999999997,5726.0,138.0,138.0,0.841,0.258,0.37
1727,0.01995,0.01277,0.01277,0.20983000000000002,0.0149,0.015609999999999999,10.413181,0.000697,0.000932,5678.0,138.0,138.0,0.8809999999999999,-0.26899999999999996,0.381
1728,0.01237,0.00639,0.00639,0.15095,0.01124,0.01213,5.095717,0.00011499999999999999,0.00011499999999999999,4197.0,109.78299999999999,125.39,0.66,0.0684,0.0928
1729,0.02404,0.0142,0.0142,0.23169,0.015880000000000002,0.017130000000000003,4.803351999999999,0.000466,0.000357,5007.0,138.0,138.0,0.9520000000000001,0.293,0.42100000000000004
1730,0.037160000000000006,0.022090000000000002,0.022090000000000002,0.30288000000000004,0.022930000000000002,0.025,8.491282,0.000304,0.000335,5007.0,138.0,138.0,0.9520000000000001,0.293,0.42100000000000004
1731,0.0107,0.0061,0.0061,0.14087,0.00919,0.01017,0.673862,1.9e-05,1.6e-05,5236.0,138.0,138.0,0.9540000000000001,0.293,0.429
1732,0.0315,0.01891,0.01891,0.27871,0.00999,0.015880000000000002,25.76051,0.001887,0.001999,5236.0,138.0,138.0,0.9540000000000001,0.293,0.429
1733,0.02121,0.01277,0.01277,0.21563000000000002,0.01633,0.01668,3.5723260000000003,0.000155,0.00018,5387.0,138.0,138.0,0.937,0.285,0.406
1734,0.01913,0.0113,0.0113,0.20287,0.0099,0.01008,6.393025,0.00075,0.001139,5946.0,20.0,20.0,0.945,0.083,0.09
1735,0.07366,0.0412,0.0412,0.45482,0.013030000000000002,0.01374,18.787839,0.000993,0.000877,5946.0,20.0,20.0,0.945,0.083,0.09
1736,0.09,0.05,0.05,0.56,0.15,0.15,4.60543,0.00045999999999999996,0.00045999999999999996,4881.0,20.0,20.0,0.66,0.56,0.56
1737,0.020390000000000002,0.00293,0.0031100000000000004,0.19399999999999998,0.03,0.03,10.054625999999999,1.1e-05,1e-05,3896.0,189.0,189.0,0.6,0.09,0.09
1738,0.00673,0.0032700000000000003,0.0034,0.165,0.024,0.024,24.646582000000002,4e-05,4e-05,3896.0,189.0,189.0,0.6,0.09,0.09
1740,0.00519,0.0025,0.0025,0.10375999999999999,0.004370000000000001,0.00455,3.865053,0.000182,0.00018600000000000002,3578.0,138.0,138.0,0.374,0.009000000000000001,0.009000000000000001
1741,0.018340000000000002,0.01174,0.01174,0.2018,0.017130000000000003,0.01865,6.293099,0.0007,0.000571,4328.0,136.54399999999998,110.346,0.6759999999999999,0.0709,0.0956
1742,0.0245,0.01491,0.01491,0.23892,0.0174,0.019,17.274739999999998,0.00317,0.00259,5716.0,138.0,138.0,0.9440000000000001,0.29,0.419
1743,0.07837999999999999,0.051539999999999996,0.051539999999999996,0.47578000000000004,0.03453,0.03185,33.589979,0.000768,0.000768,5511.0,138.0,138.0,0.784,0.24100000000000002,0.34
1745,0.058620000000000005,0.0342,0.0342,0.40762,0.01097,0.00758,3.4354709999999997,3.1e-05,3.6e-05,4927.0,138.0,138.0,1.034,0.314,0.0459
1746,0.06305,0.039,0.039,0.41057,0.02605,0.02775,22.549406,0.00143,0.00137,5666.0,131.0,120.2,1.01,0.08800000000000001,0.16899999999999998
1747,0.006640000000000001,0.00359,0.00359,0.11445999999999999,0.007940000000000001,0.00865,4.941907,0.000696,0.000661,5563.0,138.0,138.0,0.8809999999999999,0.267,0.39
1748,0.00783,0.0044,0.0044,0.1213,0.00785,0.00856,9.22453,0.00091,0.00132,5563.0,138.0,138.0,0.8809999999999999,0.267,0.39
1749,0.012240000000000001,0.00626,0.00626,0.14961,0.00972,0.01053,20.978959,0.00125,0.0013,5335.0,138.0,138.0,0.813,0.249,0.368
1750,0.02121,0.01277,0.01277,0.22143000000000002,0.0141,0.015519999999999999,1.9080840000000001,5.7999999999999994e-05,4.7e-05,5644.0,148.69,110.072,1.0,0.1098,0.1437
1760,0.0327,0.005,0.005,0.2079,0.008,0.0071,16.141132,2e-05,2e-05,5868.0,60.0,60.0,0.97,0.04,0.04
1775,0.0289,0.0079,0.0079,0.23199999999999998,0.009000000000000001,0.009000000000000001,12.20772,0.000113,0.000123,5263.0,88.0,88.0,0.85,0.04,0.03
1777,0.138,0.0167,0.0167,0.341,0.028999999999999998,0.028999999999999998,2.8492580000000003,3.3e-05,3.3e-05,4456.0,148.0,148.0,0.7,0.05,0.05
1794,0.06702000000000001,0.01133,0.01133,0.222,0.021,0.03,5.06963,0.00081,0.00081,5887.0,46.0,46.0,1.11,0.04,0.04
1808,1.9,1.9,0.0,0.205,0.013999999999999999,0.013999999999999999,8.199796000000001,0.000719,0.000683,4970.0,45.0,45.0,0.8,0.12,0.12
1809,0.0371,0.0113,0.0113,0.3649,0.0107,0.0152,10.99475,0.00047000000000000004,0.00047000000000000004,5926.0,86.0,86.0,1.06,0.04,0.04
1826,0.027999999999999997,0.0079,0.0079,0.23199999999999998,0.009000000000000001,0.009000000000000001,13.733314000000002,9.9e-05,8.3e-05,4484.0,50.0,58.0,0.63,0.02,0.02
1829,1.67,1.66,0.0,0.34600000000000003,0.156,0.156,10.134016,0.001143,0.001132,3548.0,59.0,59.0,0.44,0.01,0.01
1831,0.10099999999999999,0.025,0.025,0.46399999999999997,0.017,0.017,10.136448,0.000591,0.000609,6172.0,82.0,82.0,1.2,0.03,0.03
1882,0.16,0.01,0.02,0.51,0.07,0.08,3.4876812000000004,7.000000000000001e-06,7.000000000000001e-06,5667.0,50.0,50.0,1.17,0.05,0.07
1923,0.031314,0.008848,0.008848,0.2123,0.0054,0.0054,11.427548,1.4999999999999999e-05,1.4999999999999999e-05,5921.0,122.9,89.87,1.08,0.166,0.109
1924,0.0224785,0.012249,0.012249,0.2105,0.00687,0.00687,23.668205,5.6000000000000006e-05,5.6000000000000006e-05,5921.0,122.9,89.87,1.08,0.166,0.109
1925,5.54,4.629,4.629,0.23508,0.01285,0.01285,51.755394,0.00016,0.00016,5921.0,122.9,89.87,1.08,0.166,0.109
1937,0.016,0.0129,0.0198,0.429,0.136,0.136,5.4122,2e-05,2e-05,5827.0,94.0,94.0,0.96,0.05,0.05
1938,0.014469999999999998,0.00267,0.0028899999999999998,0.11699999999999999,0.006,0.006,7.1262,1.7e-05,1.7e-05,5827.0,94.0,94.0,0.96,0.05,0.05
1967,0.011040000000000001,0.0047799999999999995,0.0047799999999999995,0.13699999999999998,0.002,0.002,3.1800217999999996,2.8999999999999998e-06,2.8999999999999998e-06,5854.0,61.0,61.0,1.24,0.03,0.03
1968,0.029539999999999997,0.00557,0.00557,0.142,0.002,0.002,4.901452,1e-05,1e-05,5854.0,61.0,61.0,1.24,0.03,0.03
1970,0.02706,0.01133,0.01133,0.259,0.003,0.003,14.749143,1.9e-05,1.9e-05,5854.0,61.0,61.0,1.24,0.03,0.03
1999,0.010190000000000001,0.00101,0.00101,0.1311,0.0018,0.0027,0.837491,2e-06,2e-06,5708.0,28.0,28.0,0.91,0.021,0.021
2000,0.035519999999999996,0.0038,0.0038,0.2101,0.00196,0.00196,45.2943,4.8e-05,4.8e-05,5708.0,28.0,28.0,0.91,0.021,0.021
2065,0.022000000000000002,0.01,0.01,0.11199999999999999,0.012,0.012,5.188549,1.2e-05,1.2e-05,4605.0,100.0,100.0,0.71,0.2,0.15
2130,0.006,0.003,0.004,0.161,0.004,0.003,10.3039,0.001,0.0006,5663.0,66.0,55.0,0.96,0.03,0.03
2131,0.009000000000000001,0.005,0.009000000000000001,0.256,0.005,0.004,13.0241,0.0008,0.0013,5663.0,66.0,55.0,0.96,0.03,0.03
2132,0.023,0.005,0.003,0.278,0.006,0.005,22.6845,0.0009,0.0009,5663.0,66.0,55.0,0.96,0.03,0.03
2133,0.025,0.006999999999999999,0.005,0.374,0.008,0.006,31.9996,0.0012,0.0008,5663.0,66.0,55.0,0.96,0.03,0.03
2134,0.006,0.003,0.003,0.222,0.006,0.004,46.6888,0.0032,0.0027,5663.0,66.0,55.0,0.96,0.03,0.03
2392,0.00021,0.00011999999999999999,0.00018999999999999998,0.047,0.003,0.003,10.3126,0.0006,0.0004,3841.0,49.0,49.0,0.52,0.06,0.06
2393,0.0062,0.00352,0.00602,0.107,0.006,0.006,13.7813,0.0001,0.0001,3841.0,49.0,49.0,0.52,0.06,0.06
2394,0.00201,0.00122,0.00212,0.10800000000000001,0.006999999999999999,0.006999999999999999,23.0881,0.0008,0.0009,3841.0,49.0,49.0,0.52,0.06,0.06
2710,11.6,11.6,0.0,0.541,0.047,0.078,287.37894900000003,0.002983,0.002983,5677.0,162.14,107.4,0.96,0.06,0.06
2749,0.01573,0.00881,0.00975,0.19699999999999998,0.006999999999999999,0.006999999999999999,11.8728787,8.5e-06,8.5e-06,6148.0,71.0,71.0,1.03,0.04,0.04
2750,0.1504,0.0104,0.0195,0.44799999999999995,0.047,0.047,31.561999999999998,0.11,0.11,5731.0,60.0,60.0,1.03,0.04,0.04
2754,0.028319999999999998,0.0009400000000000001,0.0009400000000000001,0.17,0.018000000000000002,0.018000000000000002,13.6088,0.0006,0.0006,5370.0,49.0,836.6,1.02,0.11800000000000001,0.154
2755,0.014469999999999998,0.0009400000000000001,0.0009400000000000001,0.17,0.027000000000000003,0.027000000000000003,20.4415,0.0013,0.0013,5370.0,49.0,836.6,1.02,0.11800000000000001,0.154
2761,0.0472,0.0113,0.0135,0.4853,0.027000000000000003,0.0464,284.060953,0.00119,0.00119,5922.0,60.0,60.0,1.08,0.03,0.04
2824,0.01406,0.00135,0.00151,0.1811,0.0125,0.0107,9.03502,0.00064,0.0005,5775.0,172.0,194.0,0.838,0.079,0.10099999999999999
2825,0.01705,0.00179,0.0019199999999999998,0.1829,0.0134,0.0134,11.28,0.001,0.001,5775.0,172.0,194.0,0.838,0.079,0.10099999999999999
2920,0.018369999999999997,0.0025800000000000003,0.00271,0.312,0.013000000000000001,0.017,35.8601,0.0014,0.0015,5732.0,60.0,60.0,0.92,0.02,0.03
3047,0.0076,0.0076,0.0,0.0761,0.00232,0.0034799999999999996,6.99205,3.8e-05,3.8e-05,6104.0,57.0,57.0,1.19,0.09,0.08
3078,0.022000000000000002,0.011000000000000001,0.011000000000000001,0.17800000000000002,0.009000000000000001,0.009000000000000001,3.504725,2.8000000000000003e-05,2.8000000000000003e-05,5345.0,100.0,100.0,0.97,0.04,0.04
3079,0.054000000000000006,0.006,0.006,0.49,0.023,0.023,7.641589999999999,2.9999999999999997e-05,2.9999999999999997e-05,5345.0,100.0,100.0,0.97,0.04,0.04
3080,0.052000000000000005,0.004,0.004,0.623,0.028999999999999998,0.028999999999999998,14.85888,4e-05,4e-05,5345.0,100.0,100.0,0.97,0.04,0.04
3171,0.00107,0.0010400000000000001,0.0,0.0455,0.0027,0.0027,0.41200000000000003,1e-06,1e-06,3515.0,69.0,69.0,0.41,0.02,0.02
3172,0.00636,0.00195,0.00176,0.07155,0.00366,0.00375,7.54425,0.00054,0.00054,5818.0,27.0,27.0,1.12,0.03,0.03
3173,0.006640000000000001,0.00205,0.00186,0.07744,0.0045,0.00455,11.3295,0.0011,0.0011,5818.0,27.0,27.0,1.12,0.03,0.03
3174,0.0544,0.009000000000000001,0.009000000000000001,0.384,0.0045,0.0045,4.288178500000001,3.5000000000000004e-06,3.5000000000000004e-06,5295.0,150.0,150.0,0.9279999999999999,0.031,0.031
3183,0.017,0.0091,0.01,0.11669000000000002,0.00366,0.00366,10.34973276,2.951e-05,2.951e-05,5963.52,171.35,176.93,1.093,0.156,0.15
3217,0.026430000000000002,0.00472,0.00503,0.198,0.004,0.004,9.28716,5.9999999999999995e-05,4e-05,5544.0,20.0,20.0,0.94,0.04,0.04
3250,0.029963,0.0045969999999999995,0.00465,0.17905,0.01633,0.01633,3.6961049,1.6e-06,1.6e-06,5495.0,50.0,50.0,0.929,0.053,0.053
3251,0.0349,0.0066,0.0066,0.2569,0.01195,0.01195,10.854077400000001,2.1000000000000002e-06,2.1000000000000002e-06,5495.0,50.0,50.0,0.929,0.053,0.053
3252,0.040733,0.013252000000000002,0.013252000000000002,0.22232,0.0061600000000000005,0.0061600000000000005,77.611455,9.6e-05,9.6e-05,5495.0,50.0,50.0,0.929,0.053,0.053
3253,0.0097,0.009699,0.0,0.06994,0.00937,0.00937,6.0984882,9.9e-06,9.9e-06,5495.0,50.0,50.0,0.929,0.053,0.053
3281,0.02102,0.0044,0.0044,0.1472,0.0018,0.0018,2.785823,3e-06,3e-06,6305.0,50.0,50.0,1.4080000000000001,0.03,0.021
3293,0.023280000000000002,0.00346,0.00409,0.267,0.024,0.016,7.3844899999999996,0.00022,0.00022,5829.0,200.0,200.0,1.12,0.07,0.09
3294,0.01605,0.00346,0.00535,0.307,0.027000000000000003,0.018000000000000002,9.84564,0.0005099999999999999,0.0005200000000000001,5829.0,200.0,200.0,1.12,0.07,0.09
3295,0.025169999999999998,0.00409,0.00472,0.467,0.04,0.023,14.788689999999999,0.00027,0.0003,5829.0,200.0,200.0,1.12,0.07,0.09
3296,0.0151,0.0037799999999999995,0.0044,0.41,0.037000000000000005,0.024,19.72567,0.00054,0.00055,5829.0,200.0,200.0,1.12,0.07,0.09
3401,0.034013,0.009736,0.009737,0.24124,0.00526,0.00526,6.238297,1.7e-05,1.7e-05,6212.0,124.1,141.4,1.19,0.14,0.2
3402,0.075805,0.012697,0.012698000000000001,0.4128,0.0091,0.0091,12.7207,0.0001,0.00011,6212.0,124.1,141.4,1.19,0.14,0.2
3427,0.01611,0.0019199999999999998,0.00205,0.248,0.01,0.01,12.28,0.0003,0.0003,3914.0,119.0,119.0,0.54,0.03,0.03
3428,0.01951,0.00205,0.00205,0.243,0.011000000000000001,0.011000000000000001,17.2559,0.0006,0.0006,3914.0,119.0,119.0,0.54,0.03,0.03
3484,0.023,0.021,0.021,0.192,0.009000000000000001,0.009000000000000001,34.545,0.0005,0.0005,5990.0,38.0,38.0,1.08,0.02,0.02
3486,0.013000000000000001,0.003,0.003,0.239,0.015,0.015,66.0634,0.0114,0.0114,5990.0,38.0,38.0,1.08,0.02,0.02
3520,0.01573,0.00409,0.00472,0.22699999999999998,0.011000000000000001,0.011000000000000001,10.339739999999999,0.00015,0.00014,5378.0,60.0,60.0,0.76,0.03,0.02
3521,0.014159999999999999,0.00346,0.00346,0.209,0.01,0.011000000000000001,13.286129999999998,0.00021,0.00026000000000000003,5378.0,60.0,60.0,0.76,0.03,0.02
3543,0.02341,0.00274,0.00286,0.217,0.008,0.008,10.4208,0.0008,0.0009,5367.0,94.0,94.0,0.91,0.03,0.03
3544,0.01145,0.00182,0.00205,0.196,0.006,0.006,13.0729,0.0012,0.0012,5367.0,94.0,94.0,0.91,0.03,0.03
3549,0.036000000000000004,0.004,0.004,0.348,0.018000000000000002,0.018000000000000002,29.33434,0.00815,0.00815,5498.0,54.0,54.0,0.99,0.08,0.08
3575,4.7,4.699,0.0,0.473,0.098,0.098,42.6318,0.0005,0.0005,6340.0,200.0,200.0,1.21,0.17,0.17
3576,6.8,6.7999,0.0,0.348,0.071,0.071,87.6451,0.0014,0.0014,6340.0,200.0,200.0,1.21,0.17,0.17
3602,4.1,4.05,0.0,0.196,0.018000000000000002,0.018000000000000002,5.9012400000000005,0.0001,0.0001,3900.0,200.0,200.0,0.58,0.05,0.05
3603,0.5,0.499,0.0,0.17800000000000002,0.018000000000000002,0.018000000000000002,8.7522,0.0003,0.0003,3900.0,200.0,200.0,0.58,0.05,0.05
3712,0.01205,0.00031,0.00035,0.134,0.004,0.005,13.86825,0.0005,0.0005,5979.0,60.0,60.0,1.03,0.02,0.02
3713,0.022430000000000002,0.00057,0.00057,0.32799999999999996,0.008,0.009000000000000001,16.21865,0.0001,0.0001,5979.0,60.0,60.0,1.03,0.02,0.02
3736,0.01,0.01,0.01,0.026000000000000002,0.003,0.003,13.36731,7.099999999999999e-05,7.099999999999999e-05,5417.0,75.0,75.0,0.87,0.15,0.15
3804,0.005251,0.0025859999999999998,0.0025859999999999998,0.10357999999999999,0.0034799999999999996,0.0034799999999999996,0.669310092,5.870000000000001e-07,5.870000000000001e-07,5476.0,75.0,75.0,0.96,0.096,0.151
3810,0.0805,0.0082,0.0082,0.16647,0.0054399999999999995,0.0054399999999999995,3.005156,2e-06,2e-06,4837.0,127.0,150.0,0.87,0.04,0.04
3811,0.0831,0.0186,0.0186,0.28888,0.009640000000000001,0.009640000000000001,7.834435000000001,2e-06,2e-06,4837.0,127.0,150.0,0.87,0.04,0.04
3812,0.04782,0.01605,0.01605,0.30119,0.010790000000000001,0.010790000000000001,58.02035,0.00056,0.00056,4837.0,127.0,150.0,0.87,0.04,0.04
3839,0.009000000000000001,0.00899,0.0,0.07,0.02,0.02,1.2137672,4.6e-06,4.6e-06,3068.0,174.0,174.0,0.13,0.05,0.05
3840,0.006,0.00599,0.0,0.065,0.018000000000000002,0.018000000000000002,0.45328509,9.7e-07,9.7e-07,3068.0,174.0,174.0,0.13,0.05,0.05
3841,0.003,0.00299,0.0,0.051,0.016,0.016,1.8651689999999999,1.4000000000000001e-05,1.4000000000000001e-05,3068.0,174.0,174.0,0.13,0.05,0.05
3867,0.02,0.003,0.003,0.14,0.02,0.02,2.9841509999999998,1.1e-05,1.1e-05,3157.0,60.0,60.0,0.18,0.04,0.04
3868,0.027000000000000003,0.002,0.002,0.22,0.03,0.03,4.8712290000000005,1.1e-05,1.1e-05,3157.0,60.0,60.0,0.18,0.04,0.04
3869,0.011000000000000001,0.002,0.002,0.11,0.02,0.02,8.15275,0.0004,0.0004,3157.0,60.0,60.0,0.18,0.04,0.04
3870,0.013999999999999999,0.002,0.002,0.13,0.02,0.02,1.565409,3.3e-06,3.3e-06,3359.0,60.0,60.0,0.22,0.05,0.05
3871,0.009000000000000001,0.003,0.003,0.1,0.02,0.02,3.036179,5.5e-06,5.5e-06,3359.0,60.0,60.0,0.22,0.05,0.05
3872,0.01,0.003,0.003,0.12,0.02,0.02,5.148921,2.2e-05,2.2e-05,3359.0,60.0,60.0,0.22,0.05,0.05
3885,0.03,0.03,0.03,0.55,0.0031,0.0031,240.503,0.053,0.053,5527.0,100.0,100.0,0.934,0.01,0.01
3886,0.017,0.0044,0.0044,0.2114,0.0116,0.0116,10.5737534,7.8e-06,7.8e-06,5687.0,49.0,49.0,1.03,0.03,0.04
3900,0.16959000000000002,0.07488,0.32911,0.268,0.009000000000000001,0.018000000000000002,84.6866,0.001,0.0007,7500.0,300.0,300.0,1.59,0.08,0.08
3901,0.01888,0.01542,0.03398,0.35700000000000004,0.018000000000000002,0.018000000000000002,207.62,0.01,0.03,7500.0,300.0,300.0,1.59,0.08,0.08
3924,0.05984,0.0368,0.0749,0.6281,0.0437,0.0589,187.35,0.15,0.15,5636.0,100.0,100.0,1.043,0.055,0.055
3954,0.077,0.012,0.012,0.35700000000000004,0.019,0.019,3.21346,0.00022,0.00022,5857.0,120.0,120.0,1.22,0.09,0.05
3965,0.1,0.1,0.0,0.153,0.009000000000000001,0.004,7.812539999999999,0.0001,0.0001,6225.0,66.0,66.0,1.24,0.05,0.05
3966,0.11,0.11,0.0,0.19399999999999998,0.006999999999999999,0.006,9.37647,4e-05,4e-05,6225.0,66.0,66.0,1.24,0.05,0.05
3978,0.006999999999999999,0.003,0.005,0.633,0.027000000000000003,0.027000000000000003,45.153999999999996,0.0002,0.0002,5670.0,60.0,60.0,0.985,0.012,0.012
4008,0.03335,0.00755,0.00787,0.198,0.003,0.004,81.73778,0.00013000000000000002,0.00013000000000000002,5534.0,61.0,61.0,0.892,0.035,0.051
4056,0.07,0.012,0.012,0.581,0.025,0.026000000000000002,10.5016,0.0011,0.0011,4840.0,97.0,97.0,1.32,0.13,0.13
4069,0.37200000000000005,0.08,0.08,0.21,0.016,0.046,5.729319599999999,1.8e-05,1.8e-05,5145.0,166.0,166.0,0.83,0.066,0.066
4070,0.0233,0.0198,0.0296,0.15,0.012,0.034,11.6092567,8.6e-05,8.6e-05,5145.0,166.0,166.0,0.83,0.066,0.066
4090,0.05475,0.01196,0.022340000000000002,0.331,0.001,0.001,25.302909200000002,6e-06,6e-06,5247.0,79.67,59.03,0.93,0.06,0.06
4091,0.01038,0.00315,0.00535,0.09,0.002,0.002,12.38602,5e-06,5e-06,5247.0,79.67,59.03,0.93,0.06,0.06
4114,0.01318,0.00164,0.00176,0.153,0.012,0.012,7.1334,0.0001,0.0001,5905.0,144.0,144.0,1.04,0.08,0.08
4115,0.01211,0.00255,0.00255,0.17,0.013000000000000001,0.013000000000000001,8.9187,0.0002,0.0002,5905.0,144.0,144.0,1.04,0.08,0.08
4116,0.013090000000000001,0.00236,0.00264,0.17800000000000002,0.013999999999999999,0.013999999999999999,11.8981,0.0002,0.0002,5905.0,144.0,144.0,1.04,0.08,0.08
4144,0.044000000000000004,0.044000000000000004,0.0,0.174,0.0063,0.0063,18.16406,2e-05,2e-05,4925.0,70.0,70.0,0.69,0.02,0.02
4145,0.113,0.113,0.0,0.14400000000000002,0.0045,0.0045,122.3874,0.0008,0.0008,4925.0,70.0,70.0,0.69,0.02,0.02
4146,0.11,0.11,0.0,0.126,0.0063,0.0063,267.291,0.005,0.005,4925.0,70.0,70.0,0.69,0.02,0.02
4184,0.034,0.034,0.0,0.136,0.004,0.004,8.13123,2e-05,2e-05,6211.0,66.0,66.0,1.25,0.06,0.06
4344,0.00619,0.00168,0.00168,0.1,0.01,0.01,0.35500744,6e-08,6e-08,5058.0,50.0,50.0,0.779,0.046,0.032
4356,0.0343,0.019,0.023,0.31,0.006,0.006,13.4845,0.0002,0.0002,6174.0,117.0,83.0,1.17,0.04,0.04
4357,0.019,0.0072,0.006,0.332,0.006999999999999999,0.006999999999999999,27.4029,0.0006,0.0008,6174.0,117.0,83.0,1.17,0.04,0.04
4358,0.019,0.005,0.0066,0.639,0.013999999999999999,0.012,52.0902,0.001,0.001,6174.0,117.0,83.0,1.17,0.04,0.04
4359,0.013000000000000001,0.0035,0.0038,0.311,0.012,0.012,81.0659,0.0013,0.0013,6174.0,117.0,83.0,1.17,0.04,0.04
4371,0.0218,0.0022,0.0033,0.23800000000000002,0.009000000000000001,0.009000000000000001,7.052460000000001,0.00022,0.0002,4540.0,100.0,100.0,0.73,0.03,0.03
4372,0.02121,0.00271,0.00387,0.244,0.009000000000000001,0.011000000000000001,9.52355,0.00029,0.00041,4540.0,100.0,100.0,0.73,0.03,0.03
4373,0.021240000000000002,0.0016,0.00217,0.136,0.006,0.008,3.07222,4e-05,5.9999999999999995e-05,4540.0,100.0,100.0,0.73,0.03,0.03
4374,0.01299,0.00299,0.00255,0.14300000000000002,0.006,0.006999999999999999,4.64489,0.00018999999999999998,0.0002,4540.0,100.0,100.0,0.73,0.03,0.03
4401,0.03823,0.00274,0.00302,0.363,0.009000000000000001,0.021,26.44,0.48,0.48,5428.0,100.0,100.0,0.91,0.03,0.03
4402,0.04373,0.0037799999999999995,0.00409,0.47600000000000003,0.012,0.028999999999999998,51.54,0.94,0.94,5428.0,100.0,100.0,0.91,0.03,0.03
4429,0.0636,0.0321,0.0425,0.281,0.0393,0.0437,12.88291395,6.888e-05,6.888e-05,6036.0,132.0,120.0,0.987,0.064,0.07200000000000001
4468,0.02,0.003,0.003,0.5479999999999999,0.026000000000000002,0.026000000000000002,191.2318,0.0015,0.0015,5600.0,50.0,50.0,1.1,0.05,0.05
4480,0.03,0.0036,0.0036,0.307,0.006999999999999999,0.006999999999999999,10.91647,0.00014,0.00014,5466.0,60.0,60.0,0.99,0.02,0.02
4493,0.018115,0.011956999999999999,0.011962,0.14612999999999998,0.010879999999999999,0.010879999999999999,3.743208,1.4999999999999999e-05,1.4999999999999999e-05,6184.0,156.592,102.397,1.183,0.133,0.2
4494,0.019528,0.017593,0.017609,0.34473000000000004,0.00883,0.00883,10.423648,1.6e-05,1.6e-05,6184.0,156.592,102.397,1.183,0.133,0.2
4496,0.0254662,0.025664999999999997,0.025665800000000003,0.54564,0.01294,0.01294,54.32031,0.00011999999999999999,0.00011999999999999999,6184.0,156.592,102.397,1.183,0.133,0.2
4554,0.0143,0.00267,0.00267,0.14,0.01,0.01,4.72674,1e-06,1e-06,5669.0,75.0,75.0,1.09,0.14,0.14
4634,0.016518264480999998,0.00550608816034,0.00550608816034,0.146,0.012,0.017,1.592851,4.5e-05,4.5e-05,5774.0,60.0,60.0,1.02,0.04,0.03
4757,0.00271,0.00271,0.0,0.0946,0.0946,0.0,0.9100219999999999,5e-06,5e-06,4433.0,66.0,66.0,0.632,0.063,0.063
4793,0.01265,0.0013800000000000002,0.0013800000000000002,0.1392,0.0098,0.0098,1.40152634,9.000000000000001e-07,7e-07,3842.0,32.0,32.0,0.614,0.055,0.055
4796,0.0013,0.0005,0.0005,0.0758,0.0036,0.0055049999999999995,2.2531136000000003,1.5e-06,1.2e-06,3500.0,150.0,150.0,0.32,0.03,0.03
4797,0.00698,0.00082,0.00082,0.12355999999999999,0.006690000000000001,0.00848,3.6906777,2.6e-06,1.6e-06,3500.0,150.0,150.0,0.32,0.03,0.03
4798,0.0061,0.00088,0.00088,0.1357,0.008740000000000001,0.0107,7.4507245,4.6e-06,8e-06,3500.0,150.0,150.0,0.32,0.03,0.03
4805,0.02196,0.0028,0.0028,0.15407,0.00285,0.00285,24.736,0.00025,0.00025,3131.0,100.0,100.0,0.146,0.019,0.019
4806,0.00569,0.00123,0.00123,0.11437,0.00214,0.00214,3.7779309999999997,3e-06,3e-06,3131.0,100.0,100.0,0.146,0.019,0.019
4807,0.00733,0.0006,0.0006,0.1106,0.0045,0.0045,1.9495378,4.1e-06,4.1e-06,3381.0,54.0,54.0,0.23600000000000002,0.012,0.012
